targetInfo,sourceInfo,mappings,column0,datatype,potentialMatch_C0,sourceReference,confidence,matchType,responseTime
"{""targetHash"": ""4HLG6HxRCio"", ""targetPreprocessHash"": ""LTdWcoNrFXI"", ""columnCount"": 3, ""headerRow"": 0, ""targetHeaders"": [{""Customer_ID"": [""numeric"", ""numeric"", ""integer""]}, {""Latitude"": [""numeric"", ""numeric"", ""decimal""]}, {""Longitude"": [""numeric"", ""numeric"", ""decimal""]}], ""targetLocation"": ""s3://dabot-testing-bucket/QA-Data/SubSet1/QA-Plan - Target_Schema.csv"", ""GPTSummaries"": []}","{""sourceHash"": ""OmUlRGElUlk"", ""sourcePreprocessHash"": ""K_0qZi6FWYM"", ""columnCount"": 3, ""headerRow"": 0, ""sourceHeaders"": [{""vendor"": [""numeric"", ""numeric"", ""integer""]}, {""partner"": [""numeric"", ""numeric"", ""integer""]}, {""manager"": [""numeric"", ""numeric"", ""integer""]}], ""sourceLocation"": ""s3://dabot-testing-bucket/QA-Data/SubSet1/QA-Plan - Test5.csv"", ""GPTSummaries"": []}","{""matches"": [{""column"": ""Customer_ID"", ""displayName"": ""Customer_ID"", ""reference"": ""$_COLUMN_0"", ""targetPosition"": 0, ""datatype"": [""numeric"", ""numeric"", ""integer""], ""matchInfo"": [{""potentialMatch"": ""vendor"", ""sourceReference"": ""$_COLUMN_0"", ""confidence"": 80.0, ""datatype"": [""numeric"", ""numeric"", ""integer""], ""sourceIndex"": 0, ""matchType"": ""pattern""}, {""potentialMatch"": ""partner"", ""sourceReference"": ""$_COLUMN_1"", ""confidence"": 80.0, ""datatype"": [""numeric"", ""numeric"", ""integer""], ""sourceIndex"": 1, ""matchType"": ""pattern""}, {""potentialMatch"": ""manager"", ""sourceReference"": ""$_COLUMN_2"", ""confidence"": 80.0, ""datatype"": [""numeric"", ""numeric"", ""integer""], ""sourceIndex"": 2, ""matchType"": ""pattern""}]}, {""column"": ""Latitude"", ""displayName"": ""Latitude"", ""reference"": ""$_COLUMN_1"", ""targetPosition"": 1, ""datatype"": [""numeric"", ""numeric"", ""decimal""], ""matchInfo"": [{""potentialMatch"": ""$_unmapped"", ""sourceReference"": null, ""confidence"": null, ""datatype"": [null, null, null], ""sourceIndex"": null, ""matchType"": ""nomatch""}]}, {""column"": ""Longitude"", ""displayName"": ""Longitude"", ""reference"": ""$_COLUMN_2"", ""targetPosition"": 2, ""datatype"": [""numeric"", ""numeric"", ""decimal""], ""matchInfo"": [{""potentialMatch"": ""$_unmapped"", ""sourceReference"": null, ""confidence"": null, ""datatype"": [null, null, null], ""sourceIndex"": null, ""matchType"": ""nomatch""}]}], ""unmatched"": {""unmatchedHeaders"": []}}",Customer_ID,"[""numeric"", ""numeric"", ""integer""]",vendor,$_COLUMN_0,80.0,pattern,5.322505235671997
"{""targetHash"": ""4HLG6HxRCio"", ""targetPreprocessHash"": ""LTdWcoNrFXI"", ""columnCount"": 3, ""headerRow"": 0, ""targetHeaders"": [{""Customer_ID"": [""numeric"", ""numeric"", ""integer""]}, {""Latitude"": [""numeric"", ""numeric"", ""decimal""]}, {""Longitude"": [""numeric"", ""numeric"", ""decimal""]}], ""targetLocation"": ""s3://dabot-testing-bucket/QA-Data/SubSet1/QA-Plan - Target_Schema.csv"", ""GPTSummaries"": []}","{""sourceHash"": ""OmUlRGElUlk"", ""sourcePreprocessHash"": ""K_0qZi6FWYM"", ""columnCount"": 3, ""headerRow"": 0, ""sourceHeaders"": [{""vendor"": [""numeric"", ""numeric"", ""integer""]}, {""partner"": [""numeric"", ""numeric"", ""integer""]}, {""manager"": [""numeric"", ""numeric"", ""integer""]}], ""sourceLocation"": ""s3://dabot-testing-bucket/QA-Data/SubSet1/QA-Plan - Test5.csv"", ""GPTSummaries"": []}","{""matches"": [{""column"": ""Customer_ID"", ""displayName"": ""Customer_ID"", ""reference"": ""$_COLUMN_0"", ""targetPosition"": 0, ""datatype"": [""numeric"", ""numeric"", ""integer""], ""matchInfo"": [{""potentialMatch"": ""vendor"", ""sourceReference"": ""$_COLUMN_0"", ""confidence"": 80.0, ""datatype"": [""numeric"", ""numeric"", ""integer""], ""sourceIndex"": 0, ""matchType"": ""pattern""}, {""potentialMatch"": ""partner"", ""sourceReference"": ""$_COLUMN_1"", ""confidence"": 80.0, ""datatype"": [""numeric"", ""numeric"", ""integer""], ""sourceIndex"": 1, ""matchType"": ""pattern""}, {""potentialMatch"": ""manager"", ""sourceReference"": ""$_COLUMN_2"", ""confidence"": 80.0, ""datatype"": [""numeric"", ""numeric"", ""integer""], ""sourceIndex"": 2, ""matchType"": ""pattern""}]}, {""column"": ""Latitude"", ""displayName"": ""Latitude"", ""reference"": ""$_COLUMN_1"", ""targetPosition"": 1, ""datatype"": [""numeric"", ""numeric"", ""decimal""], ""matchInfo"": [{""potentialMatch"": ""$_unmapped"", ""sourceReference"": null, ""confidence"": null, ""datatype"": [null, null, null], ""sourceIndex"": null, ""matchType"": ""nomatch""}]}, {""column"": ""Longitude"", ""displayName"": ""Longitude"", ""reference"": ""$_COLUMN_2"", ""targetPosition"": 2, ""datatype"": [""numeric"", ""numeric"", ""decimal""], ""matchInfo"": [{""potentialMatch"": ""$_unmapped"", ""sourceReference"": null, ""confidence"": null, ""datatype"": [null, null, null], ""sourceIndex"": null, ""matchType"": ""nomatch""}]}], ""unmatched"": {""unmatchedHeaders"": []}}",Customer_ID,"[""numeric"", ""numeric"", ""integer""]",partner,$_COLUMN_1,80.0,pattern,5.322505235671997
"{""targetHash"": ""4HLG6HxRCio"", ""targetPreprocessHash"": ""LTdWcoNrFXI"", ""columnCount"": 3, ""headerRow"": 0, ""targetHeaders"": [{""Customer_ID"": [""numeric"", ""numeric"", ""integer""]}, {""Latitude"": [""numeric"", ""numeric"", ""decimal""]}, {""Longitude"": [""numeric"", ""numeric"", ""decimal""]}], ""targetLocation"": ""s3://dabot-testing-bucket/QA-Data/SubSet1/QA-Plan - Target_Schema.csv"", ""GPTSummaries"": []}","{""sourceHash"": ""OmUlRGElUlk"", ""sourcePreprocessHash"": ""K_0qZi6FWYM"", ""columnCount"": 3, ""headerRow"": 0, ""sourceHeaders"": [{""vendor"": [""numeric"", ""numeric"", ""integer""]}, {""partner"": [""numeric"", ""numeric"", ""integer""]}, {""manager"": [""numeric"", ""numeric"", ""integer""]}], ""sourceLocation"": ""s3://dabot-testing-bucket/QA-Data/SubSet1/QA-Plan - Test5.csv"", ""GPTSummaries"": []}","{""matches"": [{""column"": ""Customer_ID"", ""displayName"": ""Customer_ID"", ""reference"": ""$_COLUMN_0"", ""targetPosition"": 0, ""datatype"": [""numeric"", ""numeric"", ""integer""], ""matchInfo"": [{""potentialMatch"": ""vendor"", ""sourceReference"": ""$_COLUMN_0"", ""confidence"": 80.0, ""datatype"": [""numeric"", ""numeric"", ""integer""], ""sourceIndex"": 0, ""matchType"": ""pattern""}, {""potentialMatch"": ""partner"", ""sourceReference"": ""$_COLUMN_1"", ""confidence"": 80.0, ""datatype"": [""numeric"", ""numeric"", ""integer""], ""sourceIndex"": 1, ""matchType"": ""pattern""}, {""potentialMatch"": ""manager"", ""sourceReference"": ""$_COLUMN_2"", ""confidence"": 80.0, ""datatype"": [""numeric"", ""numeric"", ""integer""], ""sourceIndex"": 2, ""matchType"": ""pattern""}]}, {""column"": ""Latitude"", ""displayName"": ""Latitude"", ""reference"": ""$_COLUMN_1"", ""targetPosition"": 1, ""datatype"": [""numeric"", ""numeric"", ""decimal""], ""matchInfo"": [{""potentialMatch"": ""$_unmapped"", ""sourceReference"": null, ""confidence"": null, ""datatype"": [null, null, null], ""sourceIndex"": null, ""matchType"": ""nomatch""}]}, {""column"": ""Longitude"", ""displayName"": ""Longitude"", ""reference"": ""$_COLUMN_2"", ""targetPosition"": 2, ""datatype"": [""numeric"", ""numeric"", ""decimal""], ""matchInfo"": [{""potentialMatch"": ""$_unmapped"", ""sourceReference"": null, ""confidence"": null, ""datatype"": [null, null, null], ""sourceIndex"": null, ""matchType"": ""nomatch""}]}], ""unmatched"": {""unmatchedHeaders"": []}}",Customer_ID,"[""numeric"", ""numeric"", ""integer""]",manager,$_COLUMN_2,80.0,pattern,5.322505235671997
"{""targetHash"": ""4HLG6HxRCio"", ""targetPreprocessHash"": ""LTdWcoNrFXI"", ""columnCount"": 3, ""headerRow"": 0, ""targetHeaders"": [{""Customer_ID"": [""numeric"", ""numeric"", ""integer""]}, {""Latitude"": [""numeric"", ""numeric"", ""decimal""]}, {""Longitude"": [""numeric"", ""numeric"", ""decimal""]}], ""targetLocation"": ""s3://dabot-testing-bucket/QA-Data/SubSet1/QA-Plan - Target_Schema.csv"", ""GPTSummaries"": []}","{""sourceHash"": ""OmUlRGElUlk"", ""sourcePreprocessHash"": ""K_0qZi6FWYM"", ""columnCount"": 3, ""headerRow"": 0, ""sourceHeaders"": [{""vendor"": [""numeric"", ""numeric"", ""integer""]}, {""partner"": [""numeric"", ""numeric"", ""integer""]}, {""manager"": [""numeric"", ""numeric"", ""integer""]}], ""sourceLocation"": ""s3://dabot-testing-bucket/QA-Data/SubSet1/QA-Plan - Test5.csv"", ""GPTSummaries"": []}","{""matches"": [{""column"": ""Customer_ID"", ""displayName"": ""Customer_ID"", ""reference"": ""$_COLUMN_0"", ""targetPosition"": 0, ""datatype"": [""numeric"", ""numeric"", ""integer""], ""matchInfo"": [{""potentialMatch"": ""vendor"", ""sourceReference"": ""$_COLUMN_0"", ""confidence"": 80.0, ""datatype"": [""numeric"", ""numeric"", ""integer""], ""sourceIndex"": 0, ""matchType"": ""pattern""}, {""potentialMatch"": ""partner"", ""sourceReference"": ""$_COLUMN_1"", ""confidence"": 80.0, ""datatype"": [""numeric"", ""numeric"", ""integer""], ""sourceIndex"": 1, ""matchType"": ""pattern""}, {""potentialMatch"": ""manager"", ""sourceReference"": ""$_COLUMN_2"", ""confidence"": 80.0, ""datatype"": [""numeric"", ""numeric"", ""integer""], ""sourceIndex"": 2, ""matchType"": ""pattern""}]}, {""column"": ""Latitude"", ""displayName"": ""Latitude"", ""reference"": ""$_COLUMN_1"", ""targetPosition"": 1, ""datatype"": [""numeric"", ""numeric"", ""decimal""], ""matchInfo"": [{""potentialMatch"": ""$_unmapped"", ""sourceReference"": null, ""confidence"": null, ""datatype"": [null, null, null], ""sourceIndex"": null, ""matchType"": ""nomatch""}]}, {""column"": ""Longitude"", ""displayName"": ""Longitude"", ""reference"": ""$_COLUMN_2"", ""targetPosition"": 2, ""datatype"": [""numeric"", ""numeric"", ""decimal""], ""matchInfo"": [{""potentialMatch"": ""$_unmapped"", ""sourceReference"": null, ""confidence"": null, ""datatype"": [null, null, null], ""sourceIndex"": null, ""matchType"": ""nomatch""}]}], ""unmatched"": {""unmatchedHeaders"": []}}",Latitude,"[""numeric"", ""numeric"", ""decimal""]",$_unmapped,,,nomatch,5.322505235671997
"{""targetHash"": ""4HLG6HxRCio"", ""targetPreprocessHash"": ""LTdWcoNrFXI"", ""columnCount"": 3, ""headerRow"": 0, ""targetHeaders"": [{""Customer_ID"": [""numeric"", ""numeric"", ""integer""]}, {""Latitude"": [""numeric"", ""numeric"", ""decimal""]}, {""Longitude"": [""numeric"", ""numeric"", ""decimal""]}], ""targetLocation"": ""s3://dabot-testing-bucket/QA-Data/SubSet1/QA-Plan - Target_Schema.csv"", ""GPTSummaries"": []}","{""sourceHash"": ""OmUlRGElUlk"", ""sourcePreprocessHash"": ""K_0qZi6FWYM"", ""columnCount"": 3, ""headerRow"": 0, ""sourceHeaders"": [{""vendor"": [""numeric"", ""numeric"", ""integer""]}, {""partner"": [""numeric"", ""numeric"", ""integer""]}, {""manager"": [""numeric"", ""numeric"", ""integer""]}], ""sourceLocation"": ""s3://dabot-testing-bucket/QA-Data/SubSet1/QA-Plan - Test5.csv"", ""GPTSummaries"": []}","{""matches"": [{""column"": ""Customer_ID"", ""displayName"": ""Customer_ID"", ""reference"": ""$_COLUMN_0"", ""targetPosition"": 0, ""datatype"": [""numeric"", ""numeric"", ""integer""], ""matchInfo"": [{""potentialMatch"": ""vendor"", ""sourceReference"": ""$_COLUMN_0"", ""confidence"": 80.0, ""datatype"": [""numeric"", ""numeric"", ""integer""], ""sourceIndex"": 0, ""matchType"": ""pattern""}, {""potentialMatch"": ""partner"", ""sourceReference"": ""$_COLUMN_1"", ""confidence"": 80.0, ""datatype"": [""numeric"", ""numeric"", ""integer""], ""sourceIndex"": 1, ""matchType"": ""pattern""}, {""potentialMatch"": ""manager"", ""sourceReference"": ""$_COLUMN_2"", ""confidence"": 80.0, ""datatype"": [""numeric"", ""numeric"", ""integer""], ""sourceIndex"": 2, ""matchType"": ""pattern""}]}, {""column"": ""Latitude"", ""displayName"": ""Latitude"", ""reference"": ""$_COLUMN_1"", ""targetPosition"": 1, ""datatype"": [""numeric"", ""numeric"", ""decimal""], ""matchInfo"": [{""potentialMatch"": ""$_unmapped"", ""sourceReference"": null, ""confidence"": null, ""datatype"": [null, null, null], ""sourceIndex"": null, ""matchType"": ""nomatch""}]}, {""column"": ""Longitude"", ""displayName"": ""Longitude"", ""reference"": ""$_COLUMN_2"", ""targetPosition"": 2, ""datatype"": [""numeric"", ""numeric"", ""decimal""], ""matchInfo"": [{""potentialMatch"": ""$_unmapped"", ""sourceReference"": null, ""confidence"": null, ""datatype"": [null, null, null], ""sourceIndex"": null, ""matchType"": ""nomatch""}]}], ""unmatched"": {""unmatchedHeaders"": []}}",Longitude,"[""numeric"", ""numeric"", ""decimal""]",$_unmapped,,,nomatch,5.322505235671997
"{""targetHash"": ""4HLG6HxRCio"", ""targetPreprocessHash"": ""LTdWcoNrFXI"", ""columnCount"": 3, ""headerRow"": 0, ""targetHeaders"": [{""Customer_ID"": [""numeric"", ""numeric"", ""integer""]}, {""Latitude"": [""numeric"", ""numeric"", ""decimal""]}, {""Longitude"": [""numeric"", ""numeric"", ""decimal""]}], ""targetLocation"": ""s3://dabot-testing-bucket/QA-Data/SubSet1/QA-Plan - Target_Schema.csv"", ""GPTSummaries"": []}","{""sourceHash"": ""05anTK9Topg"", ""sourcePreprocessHash"": ""K_0qZi6FWYM"", ""columnCount"": 1, ""headerRow"": 0, ""sourceHeaders"": [{""Customer"": [""numeric"", ""numeric"", ""integer""]}], ""sourceLocation"": ""s3://dabot-testing-bucket/QA-Data/SubSet1/QA-Plan - Test4.csv"", ""GPTSummaries"": []}","{""matches"": [{""column"": ""Customer_ID"", ""displayName"": ""Customer_ID"", ""reference"": ""$_COLUMN_0"", ""targetPosition"": 0, ""datatype"": [""numeric"", ""numeric"", ""integer""], ""matchInfo"": [{""potentialMatch"": ""Customer"", ""sourceReference"": ""$_COLUMN_0"", ""confidence"": 85.0, ""datatype"": [""numeric"", ""numeric"", ""integer""], ""sourceIndex"": 0, ""matchType"": ""abbreviation""}]}, {""column"": ""Latitude"", ""displayName"": ""Latitude"", ""reference"": ""$_COLUMN_1"", ""targetPosition"": 1, ""datatype"": [""numeric"", ""numeric"", ""decimal""], ""matchInfo"": [{""potentialMatch"": ""$_unmapped"", ""sourceReference"": null, ""confidence"": null, ""datatype"": [null, null, null], ""sourceIndex"": null, ""matchType"": ""nomatch""}]}, {""column"": ""Longitude"", ""displayName"": ""Longitude"", ""reference"": ""$_COLUMN_2"", ""targetPosition"": 2, ""datatype"": [""numeric"", ""numeric"", ""decimal""], ""matchInfo"": [{""potentialMatch"": ""$_unmapped"", ""sourceReference"": null, ""confidence"": null, ""datatype"": [null, null, null], ""sourceIndex"": null, ""matchType"": ""nomatch""}]}], ""unmatched"": {""unmatchedHeaders"": []}}",Customer_ID,"[""numeric"", ""numeric"", ""integer""]",Customer,$_COLUMN_0,85.0,abbreviation,3.075404167175293
"{""targetHash"": ""4HLG6HxRCio"", ""targetPreprocessHash"": ""LTdWcoNrFXI"", ""columnCount"": 3, ""headerRow"": 0, ""targetHeaders"": [{""Customer_ID"": [""numeric"", ""numeric"", ""integer""]}, {""Latitude"": [""numeric"", ""numeric"", ""decimal""]}, {""Longitude"": [""numeric"", ""numeric"", ""decimal""]}], ""targetLocation"": ""s3://dabot-testing-bucket/QA-Data/SubSet1/QA-Plan - Target_Schema.csv"", ""GPTSummaries"": []}","{""sourceHash"": ""05anTK9Topg"", ""sourcePreprocessHash"": ""K_0qZi6FWYM"", ""columnCount"": 1, ""headerRow"": 0, ""sourceHeaders"": [{""Customer"": [""numeric"", ""numeric"", ""integer""]}], ""sourceLocation"": ""s3://dabot-testing-bucket/QA-Data/SubSet1/QA-Plan - Test4.csv"", ""GPTSummaries"": []}","{""matches"": [{""column"": ""Customer_ID"", ""displayName"": ""Customer_ID"", ""reference"": ""$_COLUMN_0"", ""targetPosition"": 0, ""datatype"": [""numeric"", ""numeric"", ""integer""], ""matchInfo"": [{""potentialMatch"": ""Customer"", ""sourceReference"": ""$_COLUMN_0"", ""confidence"": 85.0, ""datatype"": [""numeric"", ""numeric"", ""integer""], ""sourceIndex"": 0, ""matchType"": ""abbreviation""}]}, {""column"": ""Latitude"", ""displayName"": ""Latitude"", ""reference"": ""$_COLUMN_1"", ""targetPosition"": 1, ""datatype"": [""numeric"", ""numeric"", ""decimal""], ""matchInfo"": [{""potentialMatch"": ""$_unmapped"", ""sourceReference"": null, ""confidence"": null, ""datatype"": [null, null, null], ""sourceIndex"": null, ""matchType"": ""nomatch""}]}, {""column"": ""Longitude"", ""displayName"": ""Longitude"", ""reference"": ""$_COLUMN_2"", ""targetPosition"": 2, ""datatype"": [""numeric"", ""numeric"", ""decimal""], ""matchInfo"": [{""potentialMatch"": ""$_unmapped"", ""sourceReference"": null, ""confidence"": null, ""datatype"": [null, null, null], ""sourceIndex"": null, ""matchType"": ""nomatch""}]}], ""unmatched"": {""unmatchedHeaders"": []}}",Latitude,"[""numeric"", ""numeric"", ""decimal""]",$_unmapped,,,nomatch,3.075404167175293
"{""targetHash"": ""4HLG6HxRCio"", ""targetPreprocessHash"": ""LTdWcoNrFXI"", ""columnCount"": 3, ""headerRow"": 0, ""targetHeaders"": [{""Customer_ID"": [""numeric"", ""numeric"", ""integer""]}, {""Latitude"": [""numeric"", ""numeric"", ""decimal""]}, {""Longitude"": [""numeric"", ""numeric"", ""decimal""]}], ""targetLocation"": ""s3://dabot-testing-bucket/QA-Data/SubSet1/QA-Plan - Target_Schema.csv"", ""GPTSummaries"": []}","{""sourceHash"": ""05anTK9Topg"", ""sourcePreprocessHash"": ""K_0qZi6FWYM"", ""columnCount"": 1, ""headerRow"": 0, ""sourceHeaders"": [{""Customer"": [""numeric"", ""numeric"", ""integer""]}], ""sourceLocation"": ""s3://dabot-testing-bucket/QA-Data/SubSet1/QA-Plan - Test4.csv"", ""GPTSummaries"": []}","{""matches"": [{""column"": ""Customer_ID"", ""displayName"": ""Customer_ID"", ""reference"": ""$_COLUMN_0"", ""targetPosition"": 0, ""datatype"": [""numeric"", ""numeric"", ""integer""], ""matchInfo"": [{""potentialMatch"": ""Customer"", ""sourceReference"": ""$_COLUMN_0"", ""confidence"": 85.0, ""datatype"": [""numeric"", ""numeric"", ""integer""], ""sourceIndex"": 0, ""matchType"": ""abbreviation""}]}, {""column"": ""Latitude"", ""displayName"": ""Latitude"", ""reference"": ""$_COLUMN_1"", ""targetPosition"": 1, ""datatype"": [""numeric"", ""numeric"", ""decimal""], ""matchInfo"": [{""potentialMatch"": ""$_unmapped"", ""sourceReference"": null, ""confidence"": null, ""datatype"": [null, null, null], ""sourceIndex"": null, ""matchType"": ""nomatch""}]}, {""column"": ""Longitude"", ""displayName"": ""Longitude"", ""reference"": ""$_COLUMN_2"", ""targetPosition"": 2, ""datatype"": [""numeric"", ""numeric"", ""decimal""], ""matchInfo"": [{""potentialMatch"": ""$_unmapped"", ""sourceReference"": null, ""confidence"": null, ""datatype"": [null, null, null], ""sourceIndex"": null, ""matchType"": ""nomatch""}]}], ""unmatched"": {""unmatchedHeaders"": []}}",Longitude,"[""numeric"", ""numeric"", ""decimal""]",$_unmapped,,,nomatch,3.075404167175293
"{""targetHash"": ""4HLG6HxRCio"", ""targetPreprocessHash"": ""LTdWcoNrFXI"", ""columnCount"": 3, ""headerRow"": 0, ""targetHeaders"": [{""Customer_ID"": [""numeric"", ""numeric"", ""integer""]}, {""Latitude"": [""numeric"", ""numeric"", ""decimal""]}, {""Longitude"": [""numeric"", ""numeric"", ""decimal""]}], ""targetLocation"": ""s3://dabot-testing-bucket/QA-Data/SubSet1/QA-Plan - Target_Schema.csv"", ""GPTSummaries"": []}","{""sourceHash"": ""5DZFJg4aymE"", ""sourcePreprocessHash"": ""K_0qZi6FWYM"", ""columnCount"": 5, ""headerRow"": 0, ""sourceHeaders"": [{""Longitude_1"": [""numeric"", ""numeric"", ""decimal""]}, {""Latitude_1"": [""numeric"", ""numeric"", ""decimal""]}, {""Customer"": [""numeric"", ""numeric"", ""integer""]}, {""vendor"": [""numeric"", ""numeric"", ""integer""]}, {""partner"": [""numeric"", ""numeric"", ""integer""]}], ""sourceLocation"": ""s3://dabot-testing-bucket/QA-Data/SubSet1/QA-Plan - Test3.csv"", ""GPTSummaries"": []}","{""matches"": [{""column"": ""Customer_ID"", ""displayName"": ""Customer_ID"", ""reference"": ""$_COLUMN_0"", ""targetPosition"": 0, ""datatype"": [""numeric"", ""numeric"", ""integer""], ""matchInfo"": [{""potentialMatch"": ""Customer"", ""sourceReference"": ""$_COLUMN_2"", ""confidence"": 85.0, ""datatype"": [""numeric"", ""numeric"", ""integer""], ""sourceIndex"": 2, ""matchType"": ""abbreviation""}]}, {""column"": ""Latitude"", ""displayName"": ""Latitude"", ""reference"": ""$_COLUMN_1"", ""targetPosition"": 1, ""datatype"": [""numeric"", ""numeric"", ""decimal""], ""matchInfo"": [{""potentialMatch"": ""Latitude_1"", ""sourceReference"": ""$_COLUMN_1"", ""confidence"": 85.0, ""datatype"": [""numeric"", ""numeric"", ""decimal""], ""sourceIndex"": 1, ""matchType"": ""abbreviation""}]}, {""column"": ""Longitude"", ""displayName"": ""Longitude"", ""reference"": ""$_COLUMN_2"", ""targetPosition"": 2, ""datatype"": [""numeric"", ""numeric"", ""decimal""], ""matchInfo"": [{""potentialMatch"": ""Longitude_1"", ""sourceReference"": ""$_COLUMN_0"", ""confidence"": 85.0, ""datatype"": [""numeric"", ""numeric"", ""decimal""], ""sourceIndex"": 0, ""matchType"": ""abbreviation""}]}], ""unmatched"": {""unmatchedHeaders"": [{""columnName"": ""vendor"", ""sourcePosition"": 3}, {""columnName"": ""partner"", ""sourcePosition"": 4}]}}",Customer_ID,"[""numeric"", ""numeric"", ""integer""]",Customer,$_COLUMN_2,85.0,abbreviation,6.778515338897705
