targetInfo,sourceInfo,mappings,column0,datatype,potentialMatch_C0,sourceReference,confidence,matchType,responseTime
"{""targetHash"": ""4HLG6HxRCio"", ""targetPreprocessHash"": ""LTdWcoNrFXI"", ""columnCount"": 3, ""headerRow"": 0, ""targetHeaders"": [{""Customer_ID"": [""numeric"", ""numeric"", ""integer""]}, {""Latitude"": [""numeric"", ""numeric"", ""decimal""]}, {""Longitude"": [""numeric"", ""numeric"", ""decimal""]}], ""targetLocation"": ""s3://dabot-testing-bucket/QA-Data/SubSet1/QA-Plan - Target_Schema.csv"", ""GPTSummaries"": []}","{""sourceHash"": ""5DZFJg4aymE"", ""sourcePreprocessHash"": ""K_0qZi6FWYM"", ""columnCount"": 5, ""headerRow"": 0, ""sourceHeaders"": [{""Longitude_1"": [""numeric"", ""numeric"", ""decimal""]}, {""Latitude_1"": [""numeric"", ""numeric"", ""decimal""]}, {""Customer"": [""numeric"", ""numeric"", ""integer""]}, {""vendor"": [""numeric"", ""numeric"", ""integer""]}, {""partner"": [""numeric"", ""numeric"", ""integer""]}], ""sourceLocation"": ""s3://dabot-testing-bucket/QA-Data/SubSet1/QA-Plan - Test3.csv"", ""GPTSummaries"": []}","{""matches"": [{""column"": ""Customer_ID"", ""displayName"": ""Customer_ID"", ""reference"": ""$_COLUMN_0"", ""targetPosition"": 0, ""datatype"": [""numeric"", ""numeric"", ""integer""], ""matchInfo"": [{""potentialMatch"": ""Customer"", ""sourceReference"": ""$_COLUMN_2"", ""confidence"": 85.0, ""datatype"": [""numeric"", ""numeric"", ""integer""], ""sourceIndex"": 2, ""matchType"": ""abbreviation""}]}, {""column"": ""Latitude"", ""displayName"": ""Latitude"", ""reference"": ""$_COLUMN_1"", ""targetPosition"": 1, ""datatype"": [""numeric"", ""numeric"", ""decimal""], ""matchInfo"": [{""potentialMatch"": ""Latitude_1"", ""sourceReference"": ""$_COLUMN_1"", ""confidence"": 85.0, ""datatype"": [""numeric"", ""numeric"", ""decimal""], ""sourceIndex"": 1, ""matchType"": ""abbreviation""}]}, {""column"": ""Longitude"", ""displayName"": ""Longitude"", ""reference"": ""$_COLUMN_2"", ""targetPosition"": 2, ""datatype"": [""numeric"", ""numeric"", ""decimal""], ""matchInfo"": [{""potentialMatch"": ""Longitude_1"", ""sourceReference"": ""$_COLUMN_0"", ""confidence"": 85.0, ""datatype"": [""numeric"", ""numeric"", ""decimal""], ""sourceIndex"": 0, ""matchType"": ""abbreviation""}]}], ""unmatched"": {""unmatchedHeaders"": [{""columnName"": ""vendor"", ""sourcePosition"": 3}, {""columnName"": ""partner"", ""sourcePosition"": 4}]}}",Latitude,"[""numeric"", ""numeric"", ""decimal""]",Latitude_1,$_COLUMN_1,85.0,abbreviation,6.778515338897705
"{""targetHash"": ""4HLG6HxRCio"", ""targetPreprocessHash"": ""LTdWcoNrFXI"", ""columnCount"": 3, ""headerRow"": 0, ""targetHeaders"": [{""Customer_ID"": [""numeric"", ""numeric"", ""integer""]}, {""Latitude"": [""numeric"", ""numeric"", ""decimal""]}, {""Longitude"": [""numeric"", ""numeric"", ""decimal""]}], ""targetLocation"": ""s3://dabot-testing-bucket/QA-Data/SubSet1/QA-Plan - Target_Schema.csv"", ""GPTSummaries"": []}","{""sourceHash"": ""5DZFJg4aymE"", ""sourcePreprocessHash"": ""K_0qZi6FWYM"", ""columnCount"": 5, ""headerRow"": 0, ""sourceHeaders"": [{""Longitude_1"": [""numeric"", ""numeric"", ""decimal""]}, {""Latitude_1"": [""numeric"", ""numeric"", ""decimal""]}, {""Customer"": [""numeric"", ""numeric"", ""integer""]}, {""vendor"": [""numeric"", ""numeric"", ""integer""]}, {""partner"": [""numeric"", ""numeric"", ""integer""]}], ""sourceLocation"": ""s3://dabot-testing-bucket/QA-Data/SubSet1/QA-Plan - Test3.csv"", ""GPTSummaries"": []}","{""matches"": [{""column"": ""Customer_ID"", ""displayName"": ""Customer_ID"", ""reference"": ""$_COLUMN_0"", ""targetPosition"": 0, ""datatype"": [""numeric"", ""numeric"", ""integer""], ""matchInfo"": [{""potentialMatch"": ""Customer"", ""sourceReference"": ""$_COLUMN_2"", ""confidence"": 85.0, ""datatype"": [""numeric"", ""numeric"", ""integer""], ""sourceIndex"": 2, ""matchType"": ""abbreviation""}]}, {""column"": ""Latitude"", ""displayName"": ""Latitude"", ""reference"": ""$_COLUMN_1"", ""targetPosition"": 1, ""datatype"": [""numeric"", ""numeric"", ""decimal""], ""matchInfo"": [{""potentialMatch"": ""Latitude_1"", ""sourceReference"": ""$_COLUMN_1"", ""confidence"": 85.0, ""datatype"": [""numeric"", ""numeric"", ""decimal""], ""sourceIndex"": 1, ""matchType"": ""abbreviation""}]}, {""column"": ""Longitude"", ""displayName"": ""Longitude"", ""reference"": ""$_COLUMN_2"", ""targetPosition"": 2, ""datatype"": [""numeric"", ""numeric"", ""decimal""], ""matchInfo"": [{""potentialMatch"": ""Longitude_1"", ""sourceReference"": ""$_COLUMN_0"", ""confidence"": 85.0, ""datatype"": [""numeric"", ""numeric"", ""decimal""], ""sourceIndex"": 0, ""matchType"": ""abbreviation""}]}], ""unmatched"": {""unmatchedHeaders"": [{""columnName"": ""vendor"", ""sourcePosition"": 3}, {""columnName"": ""partner"", ""sourcePosition"": 4}]}}",Longitude,"[""numeric"", ""numeric"", ""decimal""]",Longitude_1,$_COLUMN_0,85.0,abbreviation,6.778515338897705
"{""targetHash"": ""4HLG6HxRCio"", ""targetPreprocessHash"": ""LTdWcoNrFXI"", ""columnCount"": 3, ""headerRow"": 0, ""targetHeaders"": [{""Customer_ID"": [""numeric"", ""numeric"", ""integer""]}, {""Latitude"": [""numeric"", ""numeric"", ""decimal""]}, {""Longitude"": [""numeric"", ""numeric"", ""decimal""]}], ""targetLocation"": ""s3://dabot-testing-bucket/QA-Data/SubSet1/QA-Plan - Target_Schema.csv"", ""GPTSummaries"": []}","{""sourceHash"": ""Ciyno7QxU1M"", ""sourcePreprocessHash"": ""K_0qZi6FWYM"", ""columnCount"": 3, ""headerRow"": 0, ""sourceHeaders"": [{""Longitude_1"": [""numeric"", ""numeric"", ""decimal""]}, {""Latitude_1"": [""numeric"", ""numeric"", ""decimal""]}, {""Customer"": [""numeric"", ""numeric"", ""integer""]}], ""sourceLocation"": ""s3://dabot-testing-bucket/QA-Data/SubSet1/QA-Plan - Test2.csv"", ""GPTSummaries"": []}","{""matches"": [{""column"": ""Customer_ID"", ""displayName"": ""Customer_ID"", ""reference"": ""$_COLUMN_0"", ""targetPosition"": 0, ""datatype"": [""numeric"", ""numeric"", ""integer""], ""matchInfo"": [{""potentialMatch"": ""Customer"", ""sourceReference"": ""$_COLUMN_2"", ""confidence"": 85.0, ""datatype"": [""numeric"", ""numeric"", ""integer""], ""sourceIndex"": 2, ""matchType"": ""abbreviation""}]}, {""column"": ""Latitude"", ""displayName"": ""Latitude"", ""reference"": ""$_COLUMN_1"", ""targetPosition"": 1, ""datatype"": [""numeric"", ""numeric"", ""decimal""], ""matchInfo"": [{""potentialMatch"": ""Latitude_1"", ""sourceReference"": ""$_COLUMN_1"", ""confidence"": 85.0, ""datatype"": [""numeric"", ""numeric"", ""decimal""], ""sourceIndex"": 1, ""matchType"": ""abbreviation""}]}, {""column"": ""Longitude"", ""displayName"": ""Longitude"", ""reference"": ""$_COLUMN_2"", ""targetPosition"": 2, ""datatype"": [""numeric"", ""numeric"", ""decimal""], ""matchInfo"": [{""potentialMatch"": ""Longitude_1"", ""sourceReference"": ""$_COLUMN_0"", ""confidence"": 85.0, ""datatype"": [""numeric"", ""numeric"", ""decimal""], ""sourceIndex"": 0, ""matchType"": ""abbreviation""}]}], ""unmatched"": {""unmatchedHeaders"": []}}",Customer_ID,"[""numeric"", ""numeric"", ""integer""]",Customer,$_COLUMN_2,85.0,abbreviation,4.561491966247559
"{""targetHash"": ""4HLG6HxRCio"", ""targetPreprocessHash"": ""LTdWcoNrFXI"", ""columnCount"": 3, ""headerRow"": 0, ""targetHeaders"": [{""Customer_ID"": [""numeric"", ""numeric"", ""integer""]}, {""Latitude"": [""numeric"", ""numeric"", ""decimal""]}, {""Longitude"": [""numeric"", ""numeric"", ""decimal""]}], ""targetLocation"": ""s3://dabot-testing-bucket/QA-Data/SubSet1/QA-Plan - Target_Schema.csv"", ""GPTSummaries"": []}","{""sourceHash"": ""Ciyno7QxU1M"", ""sourcePreprocessHash"": ""K_0qZi6FWYM"", ""columnCount"": 3, ""headerRow"": 0, ""sourceHeaders"": [{""Longitude_1"": [""numeric"", ""numeric"", ""decimal""]}, {""Latitude_1"": [""numeric"", ""numeric"", ""decimal""]}, {""Customer"": [""numeric"", ""numeric"", ""integer""]}], ""sourceLocation"": ""s3://dabot-testing-bucket/QA-Data/SubSet1/QA-Plan - Test2.csv"", ""GPTSummaries"": []}","{""matches"": [{""column"": ""Customer_ID"", ""displayName"": ""Customer_ID"", ""reference"": ""$_COLUMN_0"", ""targetPosition"": 0, ""datatype"": [""numeric"", ""numeric"", ""integer""], ""matchInfo"": [{""potentialMatch"": ""Customer"", ""sourceReference"": ""$_COLUMN_2"", ""confidence"": 85.0, ""datatype"": [""numeric"", ""numeric"", ""integer""], ""sourceIndex"": 2, ""matchType"": ""abbreviation""}]}, {""column"": ""Latitude"", ""displayName"": ""Latitude"", ""reference"": ""$_COLUMN_1"", ""targetPosition"": 1, ""datatype"": [""numeric"", ""numeric"", ""decimal""], ""matchInfo"": [{""potentialMatch"": ""Latitude_1"", ""sourceReference"": ""$_COLUMN_1"", ""confidence"": 85.0, ""datatype"": [""numeric"", ""numeric"", ""decimal""], ""sourceIndex"": 1, ""matchType"": ""abbreviation""}]}, {""column"": ""Longitude"", ""displayName"": ""Longitude"", ""reference"": ""$_COLUMN_2"", ""targetPosition"": 2, ""datatype"": [""numeric"", ""numeric"", ""decimal""], ""matchInfo"": [{""potentialMatch"": ""Longitude_1"", ""sourceReference"": ""$_COLUMN_0"", ""confidence"": 85.0, ""datatype"": [""numeric"", ""numeric"", ""decimal""], ""sourceIndex"": 0, ""matchType"": ""abbreviation""}]}], ""unmatched"": {""unmatchedHeaders"": []}}",Latitude,"[""numeric"", ""numeric"", ""decimal""]",Latitude_1,$_COLUMN_1,85.0,abbreviation,4.561491966247559
"{""targetHash"": ""4HLG6HxRCio"", ""targetPreprocessHash"": ""LTdWcoNrFXI"", ""columnCount"": 3, ""headerRow"": 0, ""targetHeaders"": [{""Customer_ID"": [""numeric"", ""numeric"", ""integer""]}, {""Latitude"": [""numeric"", ""numeric"", ""decimal""]}, {""Longitude"": [""numeric"", ""numeric"", ""decimal""]}], ""targetLocation"": ""s3://dabot-testing-bucket/QA-Data/SubSet1/QA-Plan - Target_Schema.csv"", ""GPTSummaries"": []}","{""sourceHash"": ""Ciyno7QxU1M"", ""sourcePreprocessHash"": ""K_0qZi6FWYM"", ""columnCount"": 3, ""headerRow"": 0, ""sourceHeaders"": [{""Longitude_1"": [""numeric"", ""numeric"", ""decimal""]}, {""Latitude_1"": [""numeric"", ""numeric"", ""decimal""]}, {""Customer"": [""numeric"", ""numeric"", ""integer""]}], ""sourceLocation"": ""s3://dabot-testing-bucket/QA-Data/SubSet1/QA-Plan - Test2.csv"", ""GPTSummaries"": []}","{""matches"": [{""column"": ""Customer_ID"", ""displayName"": ""Customer_ID"", ""reference"": ""$_COLUMN_0"", ""targetPosition"": 0, ""datatype"": [""numeric"", ""numeric"", ""integer""], ""matchInfo"": [{""potentialMatch"": ""Customer"", ""sourceReference"": ""$_COLUMN_2"", ""confidence"": 85.0, ""datatype"": [""numeric"", ""numeric"", ""integer""], ""sourceIndex"": 2, ""matchType"": ""abbreviation""}]}, {""column"": ""Latitude"", ""displayName"": ""Latitude"", ""reference"": ""$_COLUMN_1"", ""targetPosition"": 1, ""datatype"": [""numeric"", ""numeric"", ""decimal""], ""matchInfo"": [{""potentialMatch"": ""Latitude_1"", ""sourceReference"": ""$_COLUMN_1"", ""confidence"": 85.0, ""datatype"": [""numeric"", ""numeric"", ""decimal""], ""sourceIndex"": 1, ""matchType"": ""abbreviation""}]}, {""column"": ""Longitude"", ""displayName"": ""Longitude"", ""reference"": ""$_COLUMN_2"", ""targetPosition"": 2, ""datatype"": [""numeric"", ""numeric"", ""decimal""], ""matchInfo"": [{""potentialMatch"": ""Longitude_1"", ""sourceReference"": ""$_COLUMN_0"", ""confidence"": 85.0, ""datatype"": [""numeric"", ""numeric"", ""decimal""], ""sourceIndex"": 0, ""matchType"": ""abbreviation""}]}], ""unmatched"": {""unmatchedHeaders"": []}}",Longitude,"[""numeric"", ""numeric"", ""decimal""]",Longitude_1,$_COLUMN_0,85.0,abbreviation,4.561491966247559
"{""targetHash"": ""4HLG6HxRCio"", ""targetPreprocessHash"": ""LTdWcoNrFXI"", ""columnCount"": 3, ""headerRow"": 0, ""targetHeaders"": [{""Customer_ID"": [""numeric"", ""numeric"", ""integer""]}, {""Latitude"": [""numeric"", ""numeric"", ""decimal""]}, {""Longitude"": [""numeric"", ""numeric"", ""decimal""]}], ""targetLocation"": ""s3://dabot-testing-bucket/QA-Data/SubSet1/QA-Plan - Target_Schema.csv"", ""GPTSummaries"": []}","{""sourceHash"": ""SCva8D_lDFo"", ""sourcePreprocessHash"": ""K_0qZi6FWYM"", ""columnCount"": 3, ""headerRow"": 0, ""sourceHeaders"": [{""Longitude"": [""numeric"", ""numeric"", ""decimal""]}, {""Latitude"": [""numeric"", ""numeric"", ""decimal""]}, {""Customer_ID"": [""numeric"", ""numeric"", ""integer""]}], ""sourceLocation"": ""s3://dabot-testing-bucket/QA-Data/SubSet1/QA-Plan - Test1.csv"", ""GPTSummaries"": []}","{""matches"": [{""column"": ""Customer_ID"", ""displayName"": ""Customer_ID"", ""reference"": ""$_COLUMN_0"", ""targetPosition"": 0, ""datatype"": [""numeric"", ""numeric"", ""integer""], ""matchInfo"": [{""potentialMatch"": ""Customer_ID"", ""sourceReference"": ""$_COLUMN_2"", ""confidence"": 100.0, ""datatype"": [""numeric"", ""numeric"", ""integer""], ""sourceIndex"": 2, ""matchType"": ""exact""}]}, {""column"": ""Latitude"", ""displayName"": ""Latitude"", ""reference"": ""$_COLUMN_1"", ""targetPosition"": 1, ""datatype"": [""numeric"", ""numeric"", ""decimal""], ""matchInfo"": [{""potentialMatch"": ""Latitude"", ""sourceReference"": ""$_COLUMN_1"", ""confidence"": 100.0, ""datatype"": [""numeric"", ""numeric"", ""decimal""], ""sourceIndex"": 1, ""matchType"": ""exact""}]}, {""column"": ""Longitude"", ""displayName"": ""Longitude"", ""reference"": ""$_COLUMN_2"", ""targetPosition"": 2, ""datatype"": [""numeric"", ""numeric"", ""decimal""], ""matchInfo"": [{""potentialMatch"": ""Longitude"", ""sourceReference"": ""$_COLUMN_0"", ""confidence"": 100.0, ""datatype"": [""numeric"", ""numeric"", ""decimal""], ""sourceIndex"": 0, ""matchType"": ""exact""}]}], ""unmatched"": {""unmatchedHeaders"": []}}",Customer_ID,"[""numeric"", ""numeric"", ""integer""]",Customer_ID,$_COLUMN_2,100.0,exact,4.406177997589111
"{""targetHash"": ""4HLG6HxRCio"", ""targetPreprocessHash"": ""LTdWcoNrFXI"", ""columnCount"": 3, ""headerRow"": 0, ""targetHeaders"": [{""Customer_ID"": [""numeric"", ""numeric"", ""integer""]}, {""Latitude"": [""numeric"", ""numeric"", ""decimal""]}, {""Longitude"": [""numeric"", ""numeric"", ""decimal""]}], ""targetLocation"": ""s3://dabot-testing-bucket/QA-Data/SubSet1/QA-Plan - Target_Schema.csv"", ""GPTSummaries"": []}","{""sourceHash"": ""SCva8D_lDFo"", ""sourcePreprocessHash"": ""K_0qZi6FWYM"", ""columnCount"": 3, ""headerRow"": 0, ""sourceHeaders"": [{""Longitude"": [""numeric"", ""numeric"", ""decimal""]}, {""Latitude"": [""numeric"", ""numeric"", ""decimal""]}, {""Customer_ID"": [""numeric"", ""numeric"", ""integer""]}], ""sourceLocation"": ""s3://dabot-testing-bucket/QA-Data/SubSet1/QA-Plan - Test1.csv"", ""GPTSummaries"": []}","{""matches"": [{""column"": ""Customer_ID"", ""displayName"": ""Customer_ID"", ""reference"": ""$_COLUMN_0"", ""targetPosition"": 0, ""datatype"": [""numeric"", ""numeric"", ""integer""], ""matchInfo"": [{""potentialMatch"": ""Customer_ID"", ""sourceReference"": ""$_COLUMN_2"", ""confidence"": 100.0, ""datatype"": [""numeric"", ""numeric"", ""integer""], ""sourceIndex"": 2, ""matchType"": ""exact""}]}, {""column"": ""Latitude"", ""displayName"": ""Latitude"", ""reference"": ""$_COLUMN_1"", ""targetPosition"": 1, ""datatype"": [""numeric"", ""numeric"", ""decimal""], ""matchInfo"": [{""potentialMatch"": ""Latitude"", ""sourceReference"": ""$_COLUMN_1"", ""confidence"": 100.0, ""datatype"": [""numeric"", ""numeric"", ""decimal""], ""sourceIndex"": 1, ""matchType"": ""exact""}]}, {""column"": ""Longitude"", ""displayName"": ""Longitude"", ""reference"": ""$_COLUMN_2"", ""targetPosition"": 2, ""datatype"": [""numeric"", ""numeric"", ""decimal""], ""matchInfo"": [{""potentialMatch"": ""Longitude"", ""sourceReference"": ""$_COLUMN_0"", ""confidence"": 100.0, ""datatype"": [""numeric"", ""numeric"", ""decimal""], ""sourceIndex"": 0, ""matchType"": ""exact""}]}], ""unmatched"": {""unmatchedHeaders"": []}}",Latitude,"[""numeric"", ""numeric"", ""decimal""]",Latitude,$_COLUMN_1,100.0,exact,4.406177997589111
"{""targetHash"": ""4HLG6HxRCio"", ""targetPreprocessHash"": ""LTdWcoNrFXI"", ""columnCount"": 3, ""headerRow"": 0, ""targetHeaders"": [{""Customer_ID"": [""numeric"", ""numeric"", ""integer""]}, {""Latitude"": [""numeric"", ""numeric"", ""decimal""]}, {""Longitude"": [""numeric"", ""numeric"", ""decimal""]}], ""targetLocation"": ""s3://dabot-testing-bucket/QA-Data/SubSet1/QA-Plan - Target_Schema.csv"", ""GPTSummaries"": []}","{""sourceHash"": ""SCva8D_lDFo"", ""sourcePreprocessHash"": ""K_0qZi6FWYM"", ""columnCount"": 3, ""headerRow"": 0, ""sourceHeaders"": [{""Longitude"": [""numeric"", ""numeric"", ""decimal""]}, {""Latitude"": [""numeric"", ""numeric"", ""decimal""]}, {""Customer_ID"": [""numeric"", ""numeric"", ""integer""]}], ""sourceLocation"": ""s3://dabot-testing-bucket/QA-Data/SubSet1/QA-Plan - Test1.csv"", ""GPTSummaries"": []}","{""matches"": [{""column"": ""Customer_ID"", ""displayName"": ""Customer_ID"", ""reference"": ""$_COLUMN_0"", ""targetPosition"": 0, ""datatype"": [""numeric"", ""numeric"", ""integer""], ""matchInfo"": [{""potentialMatch"": ""Customer_ID"", ""sourceReference"": ""$_COLUMN_2"", ""confidence"": 100.0, ""datatype"": [""numeric"", ""numeric"", ""integer""], ""sourceIndex"": 2, ""matchType"": ""exact""}]}, {""column"": ""Latitude"", ""displayName"": ""Latitude"", ""reference"": ""$_COLUMN_1"", ""targetPosition"": 1, ""datatype"": [""numeric"", ""numeric"", ""decimal""], ""matchInfo"": [{""potentialMatch"": ""Latitude"", ""sourceReference"": ""$_COLUMN_1"", ""confidence"": 100.0, ""datatype"": [""numeric"", ""numeric"", ""decimal""], ""sourceIndex"": 1, ""matchType"": ""exact""}]}, {""column"": ""Longitude"", ""displayName"": ""Longitude"", ""reference"": ""$_COLUMN_2"", ""targetPosition"": 2, ""datatype"": [""numeric"", ""numeric"", ""decimal""], ""matchInfo"": [{""potentialMatch"": ""Longitude"", ""sourceReference"": ""$_COLUMN_0"", ""confidence"": 100.0, ""datatype"": [""numeric"", ""numeric"", ""decimal""], ""sourceIndex"": 0, ""matchType"": ""exact""}]}], ""unmatched"": {""unmatchedHeaders"": []}}",Longitude,"[""numeric"", ""numeric"", ""decimal""]",Longitude,$_COLUMN_0,100.0,exact,4.406177997589111
"{""targetHash"": ""4HLG6HxRCio"", ""targetPreprocessHash"": ""LTdWcoNrFXI"", ""columnCount"": 3, ""headerRow"": 0, ""targetHeaders"": [{""Customer_ID"": [""numeric"", ""numeric"", ""integer""]}, {""Latitude"": [""numeric"", ""numeric"", ""decimal""]}, {""Longitude"": [""numeric"", ""numeric"", ""decimal""]}], ""targetLocation"": ""s3://dabot-testing-bucket/QA-Data/SubSet1/QA-Plan - Target_Schema.csv"", ""GPTSummaries"": []}","{""sourceHash"": ""KASV7huM5Js"", ""sourcePreprocessHash"": ""K_0qZi6FWYM"", ""columnCount"": 3, ""headerRow"": 0, ""sourceHeaders"": [{""customer_id"": [""string"", ""string"", null]}, {""latitude"": [""string"", ""string"", null]}, {""longitude"": [""string"", ""string"", null]}], ""sourceLocation"": ""s3://dabot-testing-bucket/QA-Data/SubSet1/QA-Plan - Test9.csv"", ""GPTSummaries"": []}","{""matches"": [{""column"": ""Customer_ID"", ""displayName"": ""Customer_ID"", ""reference"": ""$_COLUMN_0"", ""targetPosition"": 0, ""datatype"": [""numeric"", ""numeric"", ""integer""], ""matchInfo"": [{""potentialMatch"": ""customer_id"", ""sourceReference"": ""$_COLUMN_0"", ""confidence"": 27.0, ""datatype"": [""string"", ""string"", null], ""sourceIndex"": 0, ""matchType"": ""case-insensitive""}]}, {""column"": ""Latitude"", ""displayName"": ""Latitude"", ""reference"": ""$_COLUMN_1"", ""targetPosition"": 1, ""datatype"": [""numeric"", ""numeric"", ""decimal""], ""matchInfo"": [{""potentialMatch"": ""latitude"", ""sourceReference"": ""$_COLUMN_1"", ""confidence"": 27.0, ""datatype"": [""string"", ""string"", null], ""sourceIndex"": 1, ""matchType"": ""case-insensitive""}]}, {""column"": ""Longitude"", ""displayName"": ""Longitude"", ""reference"": ""$_COLUMN_2"", ""targetPosition"": 2, ""datatype"": [""numeric"", ""numeric"", ""decimal""], ""matchInfo"": [{""potentialMatch"": ""longitude"", ""sourceReference"": ""$_COLUMN_2"", ""confidence"": 27.0, ""datatype"": [""string"", ""string"", null], ""sourceIndex"": 2, ""matchType"": ""case-insensitive""}]}], ""unmatched"": {""unmatchedHeaders"": []}}",Customer_ID,"[""numeric"", ""numeric"", ""integer""]",customer_id,$_COLUMN_0,27.0,case-insensitive,4.5815160274505615
"{""targetHash"": ""4HLG6HxRCio"", ""targetPreprocessHash"": ""LTdWcoNrFXI"", ""columnCount"": 3, ""headerRow"": 0, ""targetHeaders"": [{""Customer_ID"": [""numeric"", ""numeric"", ""integer""]}, {""Latitude"": [""numeric"", ""numeric"", ""decimal""]}, {""Longitude"": [""numeric"", ""numeric"", ""decimal""]}], ""targetLocation"": ""s3://dabot-testing-bucket/QA-Data/SubSet1/QA-Plan - Target_Schema.csv"", ""GPTSummaries"": []}","{""sourceHash"": ""KASV7huM5Js"", ""sourcePreprocessHash"": ""K_0qZi6FWYM"", ""columnCount"": 3, ""headerRow"": 0, ""sourceHeaders"": [{""customer_id"": [""string"", ""string"", null]}, {""latitude"": [""string"", ""string"", null]}, {""longitude"": [""string"", ""string"", null]}], ""sourceLocation"": ""s3://dabot-testing-bucket/QA-Data/SubSet1/QA-Plan - Test9.csv"", ""GPTSummaries"": []}","{""matches"": [{""column"": ""Customer_ID"", ""displayName"": ""Customer_ID"", ""reference"": ""$_COLUMN_0"", ""targetPosition"": 0, ""datatype"": [""numeric"", ""numeric"", ""integer""], ""matchInfo"": [{""potentialMatch"": ""customer_id"", ""sourceReference"": ""$_COLUMN_0"", ""confidence"": 27.0, ""datatype"": [""string"", ""string"", null], ""sourceIndex"": 0, ""matchType"": ""case-insensitive""}]}, {""column"": ""Latitude"", ""displayName"": ""Latitude"", ""reference"": ""$_COLUMN_1"", ""targetPosition"": 1, ""datatype"": [""numeric"", ""numeric"", ""decimal""], ""matchInfo"": [{""potentialMatch"": ""latitude"", ""sourceReference"": ""$_COLUMN_1"", ""confidence"": 27.0, ""datatype"": [""string"", ""string"", null], ""sourceIndex"": 1, ""matchType"": ""case-insensitive""}]}, {""column"": ""Longitude"", ""displayName"": ""Longitude"", ""reference"": ""$_COLUMN_2"", ""targetPosition"": 2, ""datatype"": [""numeric"", ""numeric"", ""decimal""], ""matchInfo"": [{""potentialMatch"": ""longitude"", ""sourceReference"": ""$_COLUMN_2"", ""confidence"": 27.0, ""datatype"": [""string"", ""string"", null], ""sourceIndex"": 2, ""matchType"": ""case-insensitive""}]}], ""unmatched"": {""unmatchedHeaders"": []}}",Latitude,"[""numeric"", ""numeric"", ""decimal""]",latitude,$_COLUMN_1,27.0,case-insensitive,4.5815160274505615
"{""targetHash"": ""4HLG6HxRCio"", ""targetPreprocessHash"": ""LTdWcoNrFXI"", ""columnCount"": 3, ""headerRow"": 0, ""targetHeaders"": [{""Customer_ID"": [""numeric"", ""numeric"", ""integer""]}, {""Latitude"": [""numeric"", ""numeric"", ""decimal""]}, {""Longitude"": [""numeric"", ""numeric"", ""decimal""]}], ""targetLocation"": ""s3://dabot-testing-bucket/QA-Data/SubSet1/QA-Plan - Target_Schema.csv"", ""GPTSummaries"": []}","{""sourceHash"": ""KASV7huM5Js"", ""sourcePreprocessHash"": ""K_0qZi6FWYM"", ""columnCount"": 3, ""headerRow"": 0, ""sourceHeaders"": [{""customer_id"": [""string"", ""string"", null]}, {""latitude"": [""string"", ""string"", null]}, {""longitude"": [""string"", ""string"", null]}], ""sourceLocation"": ""s3://dabot-testing-bucket/QA-Data/SubSet1/QA-Plan - Test9.csv"", ""GPTSummaries"": []}","{""matches"": [{""column"": ""Customer_ID"", ""displayName"": ""Customer_ID"", ""reference"": ""$_COLUMN_0"", ""targetPosition"": 0, ""datatype"": [""numeric"", ""numeric"", ""integer""], ""matchInfo"": [{""potentialMatch"": ""customer_id"", ""sourceReference"": ""$_COLUMN_0"", ""confidence"": 27.0, ""datatype"": [""string"", ""string"", null], ""sourceIndex"": 0, ""matchType"": ""case-insensitive""}]}, {""column"": ""Latitude"", ""displayName"": ""Latitude"", ""reference"": ""$_COLUMN_1"", ""targetPosition"": 1, ""datatype"": [""numeric"", ""numeric"", ""decimal""], ""matchInfo"": [{""potentialMatch"": ""latitude"", ""sourceReference"": ""$_COLUMN_1"", ""confidence"": 27.0, ""datatype"": [""string"", ""string"", null], ""sourceIndex"": 1, ""matchType"": ""case-insensitive""}]}, {""column"": ""Longitude"", ""displayName"": ""Longitude"", ""reference"": ""$_COLUMN_2"", ""targetPosition"": 2, ""datatype"": [""numeric"", ""numeric"", ""decimal""], ""matchInfo"": [{""potentialMatch"": ""longitude"", ""sourceReference"": ""$_COLUMN_2"", ""confidence"": 27.0, ""datatype"": [""string"", ""string"", null], ""sourceIndex"": 2, ""matchType"": ""case-insensitive""}]}], ""unmatched"": {""unmatchedHeaders"": []}}",Longitude,"[""numeric"", ""numeric"", ""decimal""]",longitude,$_COLUMN_2,27.0,case-insensitive,4.5815160274505615
